feature	g_Acidaminococcus	g_Acinetobacter	g_Actinomyces	g_Adlercreutzia	g_Akkermansia	g_Alistipes	g_Anaerostipes	g_Atopobium	g_Bacteroides	g_Bifidobacterium	g_Bilophila	g_Blautia	g_Bradyrhizobium	g_Brevibacterium	g_Bulleidia	g_Butyricimonas	g_Catenibacterium	g_Citrobacter	g_Clostridium	g_Collinsella	g_Coprobacillus	g_Coprococcus	g_Desulfovibrio	g_Devosia	g_Dialister	g_Dorea	g_Eggerthella	g_Enhydrobacter	g_Enterobacter	g_Faecalibacterium	g_Fusobacterium	g_Haemophilus	g_Halomonas	g_Holdemania	g_Klebsiella	g_Lachnobacterium	g_Lachnospira	g_Lacticigenium	g_Lactobacillus	g_Leptothrix	g_Megamonas	g_Megasphaera	g_Methanobrevibacter	g_Methylobacterium	g_Ochrobactrum	g_Odoribacter	g_Oscillospira	g_Parabacteroides	g_Paraprevotella	g_Phascolarctobacterium	g_Prauseria	g_Prevotella	g_Pseudidiomarina	g_Pseudomonas	g_Ralstonia	g_Roseburia	g_SMB53	g_Sediminibacterium	g_Serratia	g_Sphingomonas	g_Staphylococcus	g_Streptococcus	g_Sutterella	g_Synergistes	g_Turicibacter	g_Veillonella	g_WAL_1855D	g_Eubacterium	g_Ruminococcus
G440981031	-0.0122709990527514	-0.0064001407029676	-0.0122709990527514	-0.0122709990527514	0.458100570345538	-0.0122709990527514	-0.0093312615118264	-0.0093312615118264	0.00137443684416244	-0.0122709990527514	-0.0112901259971594	0.0430866448809122	-0.0073762266760232	-0.0122709990527514	-0.0093312615118264	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	-0.0093312615118264	-0.0122709990527514	-0.0122709990527514	-0.0103102141108105	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	-0.00445082234691796	-0.0122709990527514	-0.0122709990527514	0.0129241321234352	-0.0093312615118264	-0.0122709990527514	-0.0103102141108105	-0.0122709990527514	-0.0093312615118264	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	-0.0103102141108105	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	-0.0073762266760232	-0.0112901259971594	-0.0103102141108105	-0.0093312615118264	-0.0122709990527514	-0.0112901259971594	-0.00153395105179475	-0.0064001407029676	-0.0103102141108105	-0.0103102141108105	-0.0103102141108105	-0.00835326632384974	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	-0.00835326632384974	-0.0112901259971594	0.0495651497241152	-0.0122709990527514	-0.0122709990527514	-0.0103102141108105	-0.0122709990527514	-0.0122709990527514	-0.0122709990527514	0.119910120243188
G440305120	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	-0.0111658773964181	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	0.493760024242384	-0.0121467504520099	-0.00432657374617651	-0.00530075794401986	-0.0111658773964181	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	-0.0111658773964181	-0.00627589210222612	-0.0101859655100691	-0.0121467504520099	-0.00140970245105328	-0.0121467504520099	-0.0121467504520099	-0.0101859655100691	-0.0101859655100691	-0.0121467504520099	-0.0121467504520099	-0.0111658773964181	0.0894776483832694	-0.0121467504520099	-0.0111658773964181	-0.0121467504520099	-0.0101859655100691	0.0101734386385775	-0.0121467504520099	0.00246627139363979	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	-0.0121467504520099	-0.0111658773964181	-0.0121467504520099	-0.0101859655100691	-0.00725197807528165	-0.00432657374617651	-0.0121467504520099	0.0140048609501334	-0.0121467504520099	-0.0101859655100691	-0.0121467504520099	-0.0121467504520099	0.00343292202473465	0.0206747284592408	-0.0121467504520099	-0.00432657374617651	-0.0111658773964181	-0.0121467504520099	-0.00725197807528165	-0.00920701291108494	-0.0121467504520099	-0.0121467504520099	-0.0111658773964181	0.00246627139363979	-0.0121467504520099	-0.0101859655100691	0.0111326713260376
G441424081	-0.0109163173819017	-0.00993544432630987	-0.0109163173819017	-0.0109163173819017	0.00659385762490078	-0.0109163173819017	-0.0109163173819017	-0.00993544432630987	0.482486573057209	0.00272911851501207	-0.00895553243996082	-0.00699858465300004	-0.00993544432630987	-0.0109163173819017	-0.00699858465300004	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.00993544432630987	-0.0109163173819017	-0.0079765798409767	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	0.0133214178379576	0.128973619532331	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.00993544432630987	-0.0109163173819017	-0.0109163173819017	-0.00895553243996082	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.00993544432630987	-0.00895553243996082	-0.0109163173819017	-0.00993544432630987	-0.0109163173819017	-0.0011506147705768	-0.0109163173819017	-0.0109163173819017	-0.0011506147705768	-0.0109163173819017	-0.0109163173819017	-0.00407032487391167	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	0.00176059543688142	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.0109163173819017	-0.00993544432630987	-0.0109163173819017	-0.00993544432630987
G445302256	-0.011044821023662	-0.00810796135035218	-0.0120256940792539	-0.0120256940792539	0.182649725942563	-0.0120256940792539	-0.00908595653832888	-0.0120256940792539	0.486755159725173	-0.00713092170252561	-0.00810796135035218	-0.010064909137313	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.00128864607829718	-0.0120256940792539	-0.0120256940792539	-0.010064909137313	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.011044821023662	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	0.00451969551744981	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.011044821023662	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.011044821023662	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	0.000651218739529215	0.00548448092754873	-0.0120256940792539	0.0179427158495903	-0.0120256940792539	-0.00908595653832888	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.00810796135035218	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	0.00451969551744981	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.0120256940792539	-0.010064909137313
G441424147	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	0.382686960075799	-0.0125857204898326	-0.00964598294890756	-0.0125857204898326	0.158386096902235	-0.0116048474342406	-0.0125857204898326	-0.0116048474342406	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0116048474342406	-0.0125857204898326	0.0315673244309682	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	0.196524593315587	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0116048474342406	-0.0125857204898326	-0.0125857204898326	-0.00476554378399914	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0116048474342406	-0.0116048474342406	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.00866798776093095	-0.0116048474342406	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0116048474342406	-0.0125857204898326	-0.0125857204898326	-0.00964598294890756	-0.00184867248887584	-0.0125857204898326	-0.00964598294890756	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.0125857204898326	-0.00282001787850768
G440305582	-0.0127346902705719	-0.010773905328631	-0.0117538172149799	-0.0127346902705719	0.0664772957602058	-0.0127346902705719	-0.00491451356473849	-0.0127346902705719	0.419519174849057	-0.0117538172149799	-0.0117538172149799	-0.010773905328631	-0.010773905328631	-0.0127346902705719	-0.0127346902705719	-0.00979495272964688	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	0.0229317407729101	-0.00881695754167023	-0.0127346902705719	-0.0117538172149799	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	0.0646624132293832	-0.0127346902705719	0.0295386548486513	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	-0.00199764226961518	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	-0.010773905328631	-0.00979495272964688	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	-0.010773905328631	-0.00686383192078799	-0.0010272394763368	-0.0127346902705719	0.00573934023253719	-0.0127346902705719	-0.0117538172149799	-0.0127346902705719	-0.0127346902705719	-0.00394127747818638	0.00670226760593055	-0.0127346902705719	-0.00491451356473849	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	-0.0127346902705719	0.079090075575904	-0.0127346902705719	-0.0127346902705719	-0.00979495272964688	-0.0127346902705719	-0.0127346902705719	-0.010773905328631
G441303161	-0.0137394653069638	-0.00786860695717993	-0.0127585922513718	-0.0137394653069638	0.0124121460951797	-0.0137394653069638	-0.0137394653069638	-0.0137394653069638	0.0591059689782723	-0.00397376269563885	-0.0127585922513718	0.0807674657594517	-0.00203201451272868	-0.0117786803650228	-0.0137394653069638	-0.0107997277660387	-0.0137394653069638	-0.0137394653069638	0.00087355653868594	-0.0137394653069638	-0.0137394653069638	0.0209795473804783	-0.0137394653069638	-0.0137394653069638	-0.00982173257806208	0.0654725207238139	-0.0117786803650228	-0.00884469293023554	-0.0137394653069638	0.0378972441010099	-0.00982173257806208	-0.0137394653069638	-0.0127585922513718	-0.0117786803650228	-0.0107997277660387	-0.0117786803650228	-0.0137394653069638	-0.0127585922513718	-0.0137394653069638	-0.00786860695717993	-0.0107997277660387	-0.0137394653069638	-0.0107997277660387	-0.0137394653069638	-0.0107997277660387	-0.0127585922513718	-0.0107997277660387	-0.00884469293023554	-0.0127585922513718	-0.00689347279897372	-0.0137394653069638	-9.40294100498777e-05	-0.0137394653069638	-0.0137394653069638	0.0825515875529531	-0.00203201451272868	-0.0127585922513718	0.146421435980889	-0.0137394653069638	-0.0137394653069638	-0.0137394653069638	-0.0059192886011303	-0.00982173257806208	-0.0137394653069638	0.00280592428973994	-0.0117786803650228	-0.0137394653069638	-0.0107997277660387	0.155576722567843
G441802388	-0.00924994978797572	-0.00924994978797572	-0.00826907673238378	-0.00826907673238378	0.0599391732941501	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	0.0753870043396666	-0.00826907673238378	-0.00924994978797572	0.0034269630308075	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00728916484603479	-0.00924994978797572	-0.00924994978797572	-0.000456536995590164	-0.00631021224705073	-0.00631021224705073	0.0861494400614594	0.00826022521882681	-0.00924994978797572	-0.00728916484603479	-0.00435517741124742	-0.00826907673238378	-0.00826907673238378	-0.00924994978797572	0.164200183618559	-0.00435517741124742	-0.00826907673238378	-0.00826907673238378	-0.00826907673238378	-0.00631021224705073	-0.00142977308214233	-0.00728916484603479	-0.00826907673238378	-0.00728916484603479	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00826907673238378	-0.00631021224705073	-0.00337909143819186	-0.00533221705907401	-0.00924994978797572	0.00632972268876896	-0.00924994978797572	0.0121100856042685	-0.00924994978797572	-0.00924994978797572	-0.00826907673238378	0.0433182920581096	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	-0.00924994978797572	0.0034269630308075	-0.00728916484603479	-0.00533221705907401	-0.00924994978797572	0.00148709821298095
G441802058	-0.012573276330036	-0.0115924032744441	-0.012573276330036	-0.012573276330036	0.0630056448508604	-0.012573276330036	-0.00963353878911099	-0.012573276330036	0.435478705666184	-0.012573276330036	-0.00767850395330776	0.0399949655160491	-0.00865554360113437	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.00963353878911099	-0.012573276330036	-0.012573276330036	-0.012573276330036	0.00203974551561372	-0.00475309962420266	-0.0115924032744441	-0.0106124913880952	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.012573276330036	-0.0115924032744441	-0.0106124913880952	-0.012573276330036	-0.012573276330036	0.000103636488747114	-0.012573276330036	0.0334559417489927	-0.012573276330036	-0.00865554360113437	-0.012573276330036	-0.012573276330036	-0.00475309962420266	0.0854987209008755	-0.012573276330036	-0.00572728382204592	-0.0115924032744441	-0.012573276330036	-0.0115924032744441	0.0030063961467086	-0.012573276330036	-0.012573276330036	-0.0115924032744441	0.00493689867676647	-0.012573276330036	0.00203974551561372	0.00878675906220821
G441424001	-0.00953319458670075	-0.0124700542600105	-0.0134509273156023	-0.0134509273156023	0.10922688071751	-0.0134509273156023	-0.0124700542600105	-0.0134509273156023	0.286181049562344	-0.0124700542600105	-0.0134509273156023	-0.00855615493887415	-0.00563075060976896	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0124700542600105	-0.00174347652136733	-0.0134509273156023	-0.0124700542600105	0.010786807904257	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0114901423736615	0.105748616341184	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.00465751452321679	0.0297627093632625	-0.0134509273156023	-0.0105111897746774	-0.0134509273156023	-0.0124700542600105	-0.0124700542600105	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0134509273156023	-0.0114901423736615	-0.0114901423736615	-0.0036852247042775	-0.0134509273156023	0.0040592476912003	-0.0134509273156023	-0.0114901423736615	-0.0134509273156023	-0.0134509273156023	0.0193705515956484	0.0372533810924202	-0.0134509273156023	0.0269391780756559	-0.0134509273156023	-0.0134509273156023	-0.0124700542600105	-0.0105111897746774	0.0465384988680998	-0.0134509273156023	-0.00758006896581848	-0.00855615493887415	-0.0134509273156023	-0.0134509273156023	0.0250523850630793
G445302263	-0.0120126183796222	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	0.0939359596297586	-0.0129934914352141	-0.0120126183796222	-0.0129934914352141	0.362251817479993	-0.0129934914352141	-0.0129934914352141	-0.0100537538942892	-0.0129934914352141	-0.0129934914352141	-0.0120126183796222	-0.0110327064932733	-0.006147498927224	-0.0129934914352141	-0.00809871905848594	-0.0100537538942892	-0.0129934914352141	0.01697491849363	-0.00128604064097904	-0.0129934914352141	-0.0110327064932733	-0.00225644343425744	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	0.0689346574243412	0.0707413426492903	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	-0.0110327064932733	-0.0129934914352141	-0.0120126183796222	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	-0.0120126183796222	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	-0.00809871905848594	-0.0100537538942892	0.00355189816148962	0.0045166835715884	0.0045166835715884	-0.0129934914352141	0.0534445982750215	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	-0.006147498927224	-0.0120126183796222	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	-0.0129934914352141	-0.006147498927224	-0.00517331472938068	-0.0129934914352141	-0.0110327064932733	-0.0110327064932733	-0.00517331472938068	-0.00517331472938068
G445302106	-0.00798220892264178	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	0.0323690866009254	-0.00896308197823376	-0.00798220892264178	-0.00896308197823376	0.336858277369088	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00406830960150555	-0.00896308197823376	-0.00896308197823376	-0.00798220892264178	-0.00896308197823376	-0.00896308197823376	0.0162320491979529	-0.00798220892264178	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	0.0620558677809679	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00798220892264178	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00798220892264178	-0.00896308197823376	-0.00896308197823376	-0.00309222362844994	-0.00896308197823376	-0.00896308197823376	-0.00798220892264178	-0.00896308197823376	-0.00798220892264178	0.0143163397998139	-0.00406830960150555	0.0104738758982687	-0.00896308197823376	0.028595497217286	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.000169669185848204	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00896308197823376	-0.00406830960150555	-0.00211708947024362	-0.00896308197823376	-0.00798220892264178	-0.00798220892264178	-0.00896308197823376	-0.00700229703629284	-0.00211708947024362
G440883509	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	0.21413759817381	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	0.0866242778748499	0.00420838605575801	-0.0113561304853538	-0.0045168268351124	-0.00841927081204406	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	-0.00744223116421755	0.0128581276352407	-0.0113561304853538	-0.0113561304853538	-0.0113561304853538	-0.0123370035409458	-0.0113561304853538	-0.00549101103295568	-0.0113561304853538	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	0.254771781631441	0.0109424182371018	-0.0123370035409458	-0.0123370035409458	0.00613702696216338	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	-0.0113561304853538	-0.0113561304853538	-0.0123370035409458	-0.0123370035409458	-0.0113561304853538	-0.0123370035409458	-0.0113561304853538	-0.0113561304853538	-0.0123370035409458	-0.00841927081204406	-0.0123370035409458	-0.0113561304853538	-0.0123370035409458	-0.0113561304853538	-0.0045168268351124	-0.0113561304853538	-0.0113561304853538	0.00806195537174779	-0.0123370035409458	-0.0123370035409458	-0.0123370035409458	-0.00744223116421755	-0.0123370035409458	-0.0123370035409458	-0.0025713009296209	0.031816041379855	-0.0123370035409458	-0.0113561304853538	0.0327545679621194
G441502429	-0.0130464275457956	-0.0120655544902038	-0.0130464275457956	-0.0130464275457956	-0.0130464275457956	-0.00230937954483901	-0.0110856426038548	-0.0130464275457956	0.0413822799532093	-0.00815165516906738	-0.0130464275457956	-0.0110856426038548	-0.0101066900048707	-0.0130464275457956	-0.0130464275457956	-0.0110856426038548	0.00349896205090792	-0.0130464275457956	-0.00717556919601177	-0.0130464275457956	-0.0130464275457956	0.0131051838563477	-0.00912869481689403	-0.0130464275457956	-0.00328072493447078	-0.0130464275457956	-0.0130464275457956	-0.0130464275457956	-0.0130464275457956	0.175145987597943	-0.0130464275457956	-0.0130464275457956	-0.0130464275457956	-0.0130464275457956	-0.0130464275457956	-0.0130464275457956	-0.0110856426038548	-0.0130464275457956	-0.0120655544902038	-0.0120655544902038	-0.0101066900048707	-0.00815165516906738	-0.0130464275457956	-0.0130464275457956	-0.0120655544902038	-0.0130464275457956	-0.00717556919601177	0.038590281862178	-0.00717556919601177	-0.000369514727012563	-0.0130464275457956	0.345883087754265	-0.0130464275457956	-0.0130464275457956	0.0460183568706879	-0.00717556919601177	-0.0130464275457956	0.0188249325291347	-0.0130464275457956	-0.0130464275457956	-0.0130464275457956	-0.0110856426038548	-0.0120655544902038	-0.0120655544902038	-0.0130464275457956	-0.0130464275457956	-0.0120655544902038	-0.00912869481689403	0.00349896205090792
G445302297	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	0.209927443996112	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	0.397732759146323	-0.00675626298878543	-0.0116462482829773	-0.0096873837976443	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.00675626298878543	-0.0126271213385693	-0.0126271213385693	-0.00578112883057912	-0.0126271213385693	0.00391826825813449	-0.0126271213385693	-0.000919670544334163	-0.0126271213385693	0.0230393097049128	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	0.0211435745400134	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0106663363966284	-0.00480694463273582	0.0556458312717768	-0.0126271213385693	-0.0106663363966284	-0.0126271213385693	-0.00675626298878543	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0126271213385693	-0.0116462482829773	-0.00383370854618373	-0.00578112883057912	-0.0106663363966284	-0.00383370854618373	-0.0126271213385693	-0.0116462482829773	-0.0126271213385693	-0.00870938860966754
G440883342	-0.0134025901353547	-0.0134025901353547	-0.0134025901353547	-0.0134025901353547	0.194114097834787	-0.0134025901353547	-0.0134025901353547	-0.0134025901353547	0.148429155317315	-0.0124217170797628	-0.0134025901353547	-0.0134025901353547	0.00891759895523271	-0.0134025901353547	-0.0134025901353547	-0.0124217170797628	-0.0134025901353547	-0.0134025901353547	-0.00948485740645309	-0.0134025901353547	-0.00363688752402984	-0.00948485740645309	-0.000725677316571564	-0.0134025901353547	-0.0124217170797628	-0.0104628525944297	-0.0124217170797628	-0.0134025901353547	-0.0134025901353547	0.207579647831374	-0.00753173178557086	-0.0134025901353547	-0.0124217170797628	-0.00850781775862645	-0.0114418051934138	-0.0134025901353547	-0.0134025901353547	-0.0134025901353547	-0.0134025901353547	-0.0124217170797628	-0.0114418051934138	-0.00558241342952137	-0.0134025901353547	-0.0134025901353547	-0.0134025901353547	-0.0124217170797628	0.00314279946134895	0.00603436774114771	-0.00850781775862645	-0.00655659762736466	-0.0134025901353547	0.0127490212667886	-0.0134025901353547	-0.0134025901353547	0.0260445637480332	-0.0124217170797628	-0.0134025901353547	0.0837793313803637	-0.0134025901353547	-0.0134025901353547	-0.0134025901353547	-0.00558241342952137	-0.0134025901353547	-0.0124217170797628	-0.0104628525944297	-0.0134025901353547	-0.0134025901353547	-0.00363688752402984	0.00314279946134895
G441284346	-0.0128027716220022	-0.0118218985664103	-0.0128027716220022	-0.0128027716220022	0.00181025022364728	-0.0128027716220022	-0.0128027716220022	-0.0118218985664103	0.294797374905121	-0.0118218985664103	-0.0108419866800614	-0.0108419866800614	-0.0118218985664103	-0.0128027716220022	-0.0128027716220022	-0.00303706901067733	-0.0128027716220022	-0.0128027716220022	-0.0118218985664103	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.0118218985664103	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	0.291183348564565	-0.00693191327221841	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.00986303408107726	-0.0128027716220022	-0.00986303408107726	-0.0128027716220022	-0.0128027716220022	-0.0118218985664103	0.000842664274911627	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.0118218985664103	-0.0118218985664103	0.00277690085474226	0.0219162410654399	-0.0128027716220022	0.123668358543445	-0.0128027716220022	-0.00986303408107726	-0.0128027716220022	-0.0108419866800614	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.0118218985664103	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.0118218985664103	-0.00790799924527407	-0.0108419866800614	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.0128027716220022	-0.00400935882961672
G445302500	-0.00160041631826221	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	0.198982099610302	-0.0133078671124973	-0.00841309473576905	-0.0133078671124973	0.0429778511337204	-0.0113470821705564	-0.0133078671124973	-0.00939013438359561	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.0113470821705564	-0.0113470821705564	-0.0133078671124973	0.14098299635556	-0.0123269940569054	-0.0133078671124973	0.0420497768211663	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	0.010929868107362	-0.0133078671124973	-0.0123269940569054	-0.0133078671124973	-0.0133078671124973	-0.0123269940569054	-0.0133078671124973	-0.0123269940569054	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.00257081911154063	0.012843744289646	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.00939013438359561	-0.0103681295715723	-0.0133078671124973	-0.0123269940569054	-0.0133078671124973	0.250037270410586	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	0.0503716001586587	-0.0133078671124973	-0.0113470821705564	-0.0133078671124973	-0.0133078671124973	-0.0133078671124973	-0.0123269940569054	-0.0133078671124973	-0.0133078671124973	-0.0123269940569054	-0.0133078671124973	-0.0133078671124973	-0.0113470821705564	-0.00548769040666394
G441284306	-0.0125071405842905	-0.0115262675286986	-0.0125071405842905	-0.0125071405842905	0.0136444708178529	-0.0125071405842905	-0.0105463556423497	-0.0125071405842905	0.0437785776619272	-0.0125071405842905	-0.0115262675286986	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0115262675286986	-0.0125071405842905	-0.0125071405842905	-0.00956740304336551	-0.0125071405842905	-0.0125071405842905	0.0107722811937569	-0.00956740304336551	-0.0125071405842905	0.0802124799080291	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	0.111038346462044	-0.0125071405842905	-0.00566114807630048	-0.0125071405842905	-0.0125071405842905	-0.000799689790055466	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0115262675286986	-0.0115262675286986	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.00956740304336551	-0.0105463556423497	-0.0125071405842905	-0.00663628223450667	-0.0125071405842905	0.443662275931896	-0.0125071405842905	-0.0125071405842905	-0.0115262675286986	0.0136444708178529	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0125071405842905	-0.0105463556423497	-0.0115262675286986	-0.0125071405842905	-0.0125071405842905	-0.00177009258333383	-0.0125071405842905	-0.0125071405842905	-0.0105463556423497
