feature	g_Acidaminococcus	g_Acinetobacter	g_Actinomyces	g_Adlercreutzia	g_Akkermansia	g_Alistipes	g_Anaerostipes	g_Atopobium	g_Bacteroides	g_Bifidobacterium	g_Bilophila	g_Blautia	g_Bradyrhizobium	g_Brevibacterium	g_Bulleidia	g_Butyricimonas	g_Catenibacterium	g_Citrobacter	g_Clostridium	g_Collinsella	g_Coprobacillus	g_Coprococcus	g_Desulfovibrio	g_Devosia	g_Dialister	g_Dorea	g_Eggerthella	g_Enhydrobacter	g_Enterobacter	g_Faecalibacterium	g_Fusobacterium	g_Haemophilus	g_Halomonas	g_Holdemania	g_Klebsiella	g_Lachnobacterium	g_Lachnospira	g_Lacticigenium	g_Lactobacillus	g_Leptothrix	g_Megamonas	g_Megasphaera	g_Methanobrevibacter	g_Methylobacterium	g_Ochrobactrum	g_Odoribacter	g_Oscillospira	g_Parabacteroides	g_Paraprevotella	g_Phascolarctobacterium	g_Prauseria	g_Prevotella	g_Pseudidiomarina	g_Pseudomonas	g_Ralstonia	g_Roseburia	g_SMB53	g_Sediminibacterium	g_Serratia	g_Sphingomonas	g_Staphylococcus	g_Streptococcus	g_Sutterella	g_Synergistes	g_Turicibacter	g_Veillonella	g_WAL_1855D	g_Eubacterium	g_Ruminococcus
G441284515	0	0	0	0	0	0	0	0	0.0804710500490677	0	0	0.00392541707556428	0	0	0	0	0	0.00098135426889107	0	0.00098135426889107	0	0.00392541707556428	0.00196270853778214	0	0	0	0	0	0	0.028459273797841	0	0.0196270853778214	0	0	0.0186457311089303	0	0	0	0.188420019627085	0	0	0.00098135426889107	0	0	0.00098135426889107	0	0	0	0	0.0107948969578018	0	0.46810598626104	0	0	0	0.00098135426889107	0	0	0	0	0	0.084396467124632	0.00490677134445535	0	0	0.0726202158979392	0	0.00490677134445535	0.00196270853778214
G440883114	0	0.00098135426889107	0.00490677134445535	0	0.00196270853778214	0	0	0	0.484789008832188	0.00098135426889107	0	0.0264965652600589	0.0206084396467125	0	0.00098135426889107	0	0	0	0.00098135426889107	0	0	0.00294406280667321	0	0.00098135426889107	0.00098135426889107	0.00490677134445535	0	0.00196270853778214	0	0.00294406280667321	0.00196270853778214	0	0	0.00098135426889107	0.00098135426889107	0	0	0.00196270853778214	0	0.00196270853778214	0.00098135426889107	0.00098135426889107	0	0	0.00098135426889107	0	0	0.00588812561334642	0	0	0	0.00686947988223749	0.00196270853778214	0.00098135426889107	0.0412168792934249	0.00196270853778214	0	0.0873405299313052	0	0	0	0.240431795878312	0	0	0	0	0	0	0.0372914622178607
G445302370	0.00098135426889107	0.00098135426889107	0.0294406280667321	0	0.0628066732090285	0	0.0196270853778214	0.00098135426889107	0.0245338567222767	0.00196270853778214	0	0.098135426889107	0	0.00098135426889107	0.00098135426889107	0	0	0	0.013738959764475	0.0785083415112856	0	0.00098135426889107	0	0	0.00098135426889107	0.0618253189401374	0.00294406280667321	0	0	0.00588812561334642	0.0127576054955839	0	0	0.00490677134445535	0.00196270853778214	0	0.0098135426889107	0.0127576054955839	0	0.00098135426889107	0	0.00098135426889107	0	0.00098135426889107	0	0	0.00098135426889107	0	0	0.00392541707556428	0	0.00392541707556428	0	0	0.00098135426889107	0.013738959764475	0	0.00098135426889107	0	0	0	0.356231599607458	0	0	0	0.00098135426889107	0	0.00196270853778214	0.157016683022571
G440104503	0.00098135426889107	0.0166830225711482	0.00490677134445535	0	0.00098135426889107	0	0	0.00392541707556428	0.0412168792934249	0.013738959764475	0	0.0382728164867517	0.0245338567222767	0.00098135426889107	0.0098135426889107	0	0	0	0	0	0	0.00686947988223749	0	0.00098135426889107	0.0510304219823356	0.0127576054955839	0.00098135426889107	0	0	0.00686947988223749	0.00098135426889107	0	0.00196270853778214	0.00098135426889107	0.0176643768400393	0	0	0.00686947988223749	0	0.00098135426889107	0.00098135426889107	0.0873405299313052	0.00098135426889107	0.00392541707556428	0.00785083415112856	0	0	0.00294406280667321	0.00098135426889107	0.00294406280667321	0	0.255152109911678	0.0098135426889107	0.00098135426889107	0.244357212953876	0.0098135426889107	0	0.0157016683022571	0	0.00196270853778214	0	0.0578999018645731	0.00196270853778214	0.00294406280667321	0.00098135426889107	0.00196270853778214	0	0.00098135426889107	0.013738959764475
G445302451	0	0.00098135426889107	0.0333660451422964	0	0.00098135426889107	0	0	0.00098135426889107	0.356231599607458	0.00588812561334642	0	0.013738959764475	0	0	0	0	0	0	0.0186457311089303	0.00490677134445535	0.00098135426889107	0.0264965652600589	0	0	0.00098135426889107	0.0608439646712463	0.00098135426889107	0	0	0.0157016683022571	0.00196270853778214	0.00098135426889107	0	0.00588812561334642	0.00098135426889107	0	0	0.0206084396467125	0.00098135426889107	0.00098135426889107	0	0	0	0	0	0	0.0107948969578018	0.00196270853778214	0	0.00196270853778214	0	0.00588812561334642	0	0	0	0	0	0	0	0	0	0.280667320902846	0	0	0	0	0	0.00098135426889107	0.113837095191364
G440305079	0	0.00098135426889107	0	0	0.00392541707556428	0.00098135426889107	0.00686947988223749	0	0.280667320902846	0.00098135426889107	0.00294406280667321	0.00294406280667321	0.00588812561334642	0	0	0.0245338567222767	0	0	0.00392541707556428	0.00098135426889107	0	0.0245338567222767	0.0215897939156035	0.00098135426889107	0.00098135426889107	0.00098135426889107	0	0	0	0.0893032384690873	0	0.00098135426889107	0	0.00098135426889107	0	0	0.00686947988223749	0	0	0.00098135426889107	0.00588812561334642	0	0	0.00098135426889107	0	0.00294406280667321	0.0098135426889107	0.0402355250245339	0	0.17468105986261	0	0.146221786064769	0	0	0.0441609421000981	0.00490677134445535	0	0.0598626104023552	0	0	0	0.00098135426889107	0.0107948969578018	0.00196270853778214	0	0	0	0.00490677134445535	0.00785083415112856
G440305345	0	0	0.00294406280667321	0	0	0	0	0	0.0333660451422964	0.00098135426889107	0	0.157016683022571	0.0107948969578018	0	0	0	0	0	0.0176643768400393	0.00392541707556428	0	0.00196270853778214	0	0	0.00686947988223749	0.0736015701668302	0	0	0	0.00196270853778214	0	0.0098135426889107	0.00098135426889107	0	0.00392541707556428	0	0.0107948969578018	0.00686947988223749	0	0.00098135426889107	0	0	0	0	0.00098135426889107	0	0.00392541707556428	0.00785083415112856	0	0	0	0.00392541707556428	0	0.00098135426889107	0.055937193326791	0.0520117762512267	0	0.0314033366045142	0	0	0	0.0716388616290481	0	0	0.00490677134445535	0.00196270853778214	0	0	0.408243375858685
G445302552	0.00098135426889107	0	0	0	0.00098135426889107	0	0	0	0.608439646712463	0.00098135426889107	0	0.0098135426889107	0	0	0	0	0	0	0	0.00588812561334642	0	0.00588812561334642	0	0	0.00098135426889107	0.00294406280667321	0	0	0	0.280667320902846	0	0	0	0.00098135426889107	0.00392541707556428	0	0.00098135426889107	0	0	0	0	0	0.00098135426889107	0	0	0.00098135426889107	0	0.00686947988223749	0	0.00490677134445535	0	0.00196270853778214	0	0	0.00098135426889107	0.0245338567222767	0	0	0	0	0	0.00785083415112856	0.00196270853778214	0	0	0.0186457311089303	0	0	0.00686947988223749
G441303052	0	0	0	0	0	0	0	0	0.0186457311089303	0	0	0.0323846908734053	0.00294406280667321	0	0	0	0	0	0.00785083415112856	0.00196270853778214	0	0.00392541707556428	0.00098135426889107	0	0.00098135426889107	0.00785083415112856	0	0	0	0.0206084396467125	0.00098135426889107	0.0176643768400393	0	0.00196270853778214	0.0618253189401374	0.00196270853778214	0.00196270853778214	0	0.0107948969578018	0	0	0	0	0	0.00098135426889107	0.00196270853778214	0.00098135426889107	0	0	0	0	0.00588812561334642	0	0.00098135426889107	0.0127576054955839	0.0166830225711482	0	0.0107948969578018	0	0.00098135426889107	0	0.666339548577036	0	0	0	0.00392541707556428	0	0	0.0814524043179588
G440205302	0	0	0.00098135426889107	0	0.00098135426889107	0	0.00490677134445535	0.013738959764475	0.0255152109911678	0.00098135426889107	0	0.0480863591756624	0.0353287536800785	0.00490677134445535	0.00098135426889107	0	0.00098135426889107	0	0.0176643768400393	0	0	0.0157016683022571	0	0.00196270853778214	0.00686947988223749	0.0343473994111874	0	0	0	0.00196270853778214	0.00098135426889107	0	0.00098135426889107	0.00098135426889107	0.00294406280667321	0	0	0.00785083415112856	0.00490677134445535	0.00686947988223749	0.00098135426889107	0.00883218842001963	0	0.00098135426889107	0.0098135426889107	0	0.00294406280667321	0	0	0.00098135426889107	0	0.00785083415112856	0	0.00196270853778214	0.236506378802748	0.0726202158979392	0	0.0343473994111874	0	0	0	0.118743866535819	0	0	0	0.194308145240432	0	0.0107948969578018	0.0500490677134446
G441502026	0	0	0.00196270853778214	0	0.00196270853778214	0	0.00294406280667321	0	0.104023552502453	0	0	0.00686947988223749	0.00588812561334642	0	0	0.00098135426889107	0.0382728164867517	0	0.00883218842001963	0	0.00098135426889107	0.056918547595682	0.0412168792934249	0	0.00294406280667321	0.00490677134445535	0	0	0	0.32090284592738	0	0	0	0.00294406280667321	0.00098135426889107	0.0225711481844946	0.0196270853778214	0	0	0	0.00098135426889107	0	0.0098135426889107	0	0	0.00098135426889107	0.0098135426889107	0.00294406280667321	0.00392541707556428	0.00196270853778214	0	0.107948969578018	0	0	0.0186457311089303	0.0363101079489696	0.00098135426889107	0.0235525024533857	0	0	0	0.0117762512266928	0.00098135426889107	0	0.00098135426889107	0	0.00098135426889107	0.0176643768400393	0.098135426889107
